Url,Price,Suburb,size_inch,Date Listed,Last Edited,Brand,Condition,Display Technology,Screen Size,Max. Resolution,COVID-19 Safety,yhat
https://www.gumtree.com.au/s-ad/south-launceston/tvs/55-4k-ffalcon-smart-tv/1256128478,600.0,South Launceston,55.0,2020-09-04,2020-09-04,Other,Used,QLED,50-60 in,2160p (4K),,1285.064991080382
https://www.gumtree.com.au/s-ad/dakabin/tvs/65-hisense-uhd-tv-4k/1256127991,750.0,Dakabin,65.0,2020-09-04,2020-09-04,Hisense,New,,Other,,Contactless trade,1119.330682445652
https://www.gumtree.com.au/s-ad/aberdare/tvs/samsung-uhd-38-smart-tv-netflix-built-in/1256127916,200.0,Aberdare,38.0,2020-09-04,2020-09-04,Samsung,Used,LED,30-39 in,1080p,,267.5684110402021
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/40-inch-samsung-lcd-tv-stand-and-remote-no-sound-system/1256127873,80.0,Eight Mile Plains,40.0,2020-09-04,2020-09-04,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/robina/tvs/soniq-android-tv-g55uw40a-55-black-003000208278/1256127810,599.0,Robina,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/altona-north/tvs/akai-55-full-high-definition-led-smart-tv/1256127802,300.0,Altona North,,2020-09-04,2020-09-04,Akai,Used,LED,50-60 in,1080p,Contactless trade,127.4207941165906
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/42-inch-panasonic-plasma-digital-tv-with-base-no-remote/1256127612,80.0,Eight Mile Plains,42.0,2020-09-04,2020-09-04,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/runcorn/tvs/32-inch-brand-new-tv/1256127378,40.0,Runcorn,32.0,2020-09-04,2020-09-04,SONIQ,Used,LED,30-39 in,,,161.2832584470819
https://www.gumtree.com.au/s-ad/osborne-park/tvs/panasonic-lcd-tv/1256127240,80.0,Osborne Park,,2020-09-04,2020-09-04,Panasonic,Used,LCD,,,,138.27023751666331
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/huge-46-inch-flat-screen-tv-and-base-no-remote/1256127184,150.0,Eight Mile Plains,46.0,2020-09-04,2020-09-04,,Used,,,,,272.75041285696443
https://www.gumtree.com.au/s-ad/bentleigh/tvs/42-philips-brand-tv/1256126965,120.0,Bentleigh,42.0,2020-09-04,2020-09-04,Other,Used,,40-49 in,,,89.99194747797992
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/40-inch-soniq-flat-screen-lcd-tv-and-remote-control-/1256126932,120.0,Eight Mile Plains,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/mount-louisa/tvs/wall-mount-25-inch-hd-tv-black/1256126945,100.0,Mount Louisa,25.0,2020-09-04,2020-09-04,LG,Used,Other,20-29 in,,,253.96371497056873
https://www.gumtree.com.au/s-ad/forest-lake/tvs/panasonic-42-inch-plasma-tv/1256126867,80.0,Forest Lake,42.0,2020-09-04,2020-09-04,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/southbank/tvs/amazon-firetv-stick/1256126800,49.0,Southbank,,2020-09-04,2020-09-04,LG,Used,LCD,40-49 in,1080p,,129.59535941295422
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/arge-32-inch-isense-lim-and-ight-flat-screen-tv/1256126568,80.0,Eight Mile Plains,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/parramatta/tvs/-factory-second-tv-from-799-don-t-miss-it-/1256126500,799.0,Parramatta,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/southbank/tvs/lg-42-lcd-television/1256126493,150.0,Southbank,42.0,2020-09-04,2020-09-04,LG,Used,LCD,40-49 in,1080p,,168.87697691261772
https://www.gumtree.com.au/s-ad/victoria-park/tvs/65-inch-sony-tv-with-cracked-screen/1256126494,200.0,Victoria Park,65.0,2020-09-04,2020-09-04,Sony,Used,LCD,Other,2160p (4K),Contactless trade,1105.812711773618
https://www.gumtree.com.au/s-ad/rose-bay/tvs/sony-bravia-4k-55-inch-tv-television-kd-55x9000e/1256126353,1500.0,Rose Bay,55.0,2020-09-04,2020-09-04,Sony,Used,LED,50-60 in,2160p (4K),,700.1855117118416
https://www.gumtree.com.au/s-ad/mount-gravatt-east/tvs/lg-32-inch-color-tv-with-remote-control/1256126326,90.0,Mount Gravatt East,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/carseldine/tvs/lg-47-inch-smart-tv/1256126129,200.0,Carseldine,47.0,2020-09-04,2020-09-04,LG,Used,,40-49 in,,,244.6458238808869
https://www.gumtree.com.au/s-ad/bruce/tvs/samsung-42-flat-screen-tv-with-remote/1256126059,150.0,Bruce,42.0,2020-09-04,2020-09-04,Samsung,Used,,,,,298.3310205879679
https://www.gumtree.com.au/s-ad/ferny-hills/tvs/60-4k-samsung-series-7-smart-shud-tv/1256125861,460.0,Ferny Hills,60.0,2020-09-04,2020-09-04,,Used,,,,,317.00057162536604
https://www.gumtree.com.au/s-ad/paralowie/tvs/smart-tv-32in-led/1256125739,320.0,Paralowie,,2020-09-04,2020-09-04,Hisense,New,LED,30-39 in,,,500.4529768377958
https://www.gumtree.com.au/s-ad/caversham/tvs/32-hisense-tv/1256125639,150.0,Caversham,32.0,2020-09-04,2020-09-04,Hisense,Used,,30-39 in,,,156.33592120736728
https://www.gumtree.com.au/s-ad/tarneit/tvs/new-hisense-75-inch-189cm-smart-4k-ultra-uhd-led-lcd-tv/1256125251,1699.0,Tarneit,75.0,2020-09-04,2020-09-04,,New,,,,,636.7612488097159
https://www.gumtree.com.au/s-ad/padstow/tvs/samsung-tv-la32r81bd/1256124927,30.0,Padstow,,2020-09-04,2020-09-04,Samsung,Used,LCD,30-39 in,768p,,198.2744323110786
https://www.gumtree.com.au/s-ad/childers/tvs/aiwa-aw390-39-inch-tv/1256124924,100.0,Childers,39.0,2020-09-04,2020-09-04,Other,Used,LED,30-39 in,1080p,Contactless trade,67.59417204642733
https://www.gumtree.com.au/s-ad/padstow/tvs/panasonic-tv-th-42pv500a/1256124556,50.0,Padstow,,2020-09-04,2020-09-04,Panasonic,Used,Plasma,40-49 in,768p,,101.256746653216
https://www.gumtree.com.au/s-ad/gracemere/tvs/blow-up-projector-screen-and-projector/1256124508,850.0,Gracemere,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/baulkham-hills/tvs/samsung-40-inch-full-hd-smart-commercial-standard-slim-lcd-tv/1256124200,250.0,Baulkham Hills,40.0,2020-09-04,2020-09-04,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/gray/tvs/samsung-tv/1256124188,50.0,Gray,,2020-09-04,2020-09-04,Samsung,Used,,,,,259.04940308830436
https://www.gumtree.com.au/s-ad/brisbane-city/tvs/sony-bravia-tv/1256124136,50.0,Brisbane City,,2020-09-04,2020-09-04,Sony,Used,,,,Contactless trade,241.35031544236864
https://www.gumtree.com.au/s-ad/green-valley/tvs/tv-unit-samsung-tv-32-/1256124111,230.0,Green Valley,,2020-09-04,2020-09-04,Samsung,Used,,,,,259.04940308830436
https://www.gumtree.com.au/s-ad/baulkham-hills/tvs/samsung-48-inch-full-hd-smart-commercial-standard-slim-lcd-tv/1256124077,400.0,Baulkham Hills,48.0,2020-09-04,2020-09-04,,Used,,,,,279.0718641095932
https://www.gumtree.com.au/s-ad/mornington/tvs/panasonic-tv-32-hdmi/1256124020,50.0,Mornington,,2020-09-04,2020-09-04,Panasonic,Used,,30-39 in,,Contactless trade,84.77278987003088
https://www.gumtree.com.au/s-ad/california-gully/tvs/32-inch-lcd-hd-tv/1256123898,120.0,California Gully,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/caulfield-east/tvs/panasonic-55-4k-smart-tv/1256123702,575.0,Caulfield East,55.0,2020-09-04,2020-09-04,Panasonic,Used,,,,,248.18302136051676
https://www.gumtree.com.au/s-ad/fairy-meadow/tvs/40-inch-tv/1256123575,50.0,Fairy Meadow,40.0,2020-09-04,2020-09-04,,Used,,,,,253.78605909907805
https://www.gumtree.com.au/s-ad/randwick/tvs/sony-tv-tv-stand-and-sony-dvd-player/1256123510,60.0,Randwick,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/forest-lake/tvs/broken-tv-screen/1256118499,100.0,Forest Lake,,2020-09-04,2020-09-04,LG,Used,LED LCD,Other,,,784.9662971423234
https://www.gumtree.com.au/s-ad/howrah/tvs/panasonic-42-inch-tv/1256118304,300.0,Howrah,42.0,2020-09-04,2020-09-04,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/mount-martha/tvs/lg-60pc1d-60-720p-hd-plasma-tv-wall-mount/1256118241,250.0,Mount Martha,,2020-09-04,2020-09-04,LG,Used,Plasma,50-60 in,,Contactless trade,149.61017483429956
https://www.gumtree.com.au/s-ad/wheelers-hill/tvs/lg-42inch-tv/1256117867,200.0,Wheelers Hill,42.0,2020-09-04,2020-09-04,LG,Used,LCD,40-49 in,,,199.30046254721213
https://www.gumtree.com.au/s-ad/newtown/tvs/sony-65-inch-4k-smart-television/1256117485,850.0,Newtown,65.0,2020-09-04,2020-09-04,,Used,,,,,332.80419975693803
https://www.gumtree.com.au/s-ad/downer/tvs/tv/1256117432,70.0,Downer,,2020-09-04,2020-09-04,Panasonic,Used,Plasma,40-49 in,Other,,-61.087131466715235
https://www.gumtree.com.au/s-ad/woollahra/tvs/akai-73cm-tv/1256116841,100.0,Woollahra,28.0,2020-09-04,2020-09-04,,Used,,,,,215.85735158330522
https://www.gumtree.com.au/s-ad/craigmore/tvs/sony-bravia-32-lcd-fhd-usb-tv/1256116529,130.0,Craigmore,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/bateau-bay/tvs/tv-changhong/1256116501,40.0,Bateau Bay,,2020-09-04,2020-09-04,Other,Used,LCD,Other,,,577.3785532881745
https://www.gumtree.com.au/s-ad/maroubra/tvs/plasma-hitachi-flatscreen-tv/1256116334,50.0,Maroubra,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/bateau-bay/tvs/tv-toshiba/1256116251,60.0,Bateau Bay,,2020-09-04,2020-09-04,Other,Used,LCD,Other,,,577.3785532881745
https://www.gumtree.com.au/s-ad/middle-park/tvs/free-sony-loewe-tv/1256116225,,Middle Park,,2020-09-04,2020-09-04,Sony,Used,,,,,257.25165080587584
https://www.gumtree.com.au/s-ad/highett/tvs/samsung-la32d550k7m-tv/1256116156,90.0,Highett,,2020-09-04,2020-09-04,,Used,,,,,220.8258928520433
https://www.gumtree.com.au/s-ad/highett/tvs/soniq-32-inch-hdtv/1256116090,45.0,Highett,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/gympie/tvs/sony-bravia-46-inch-full-hd-tv/1256116061,300.0,Gympie,46.0,2020-09-04,2020-09-04,,Used,,,,,272.75041285696443
https://www.gumtree.com.au/s-ad/coombabah/tvs/kogan-32-fhd-lcd-tv/1256116060,100.0,Coombabah,,2020-09-04,2020-09-04,Kogan,Used,LCD,30-39 in,,,-75.39257346771798
https://www.gumtree.com.au/s-ad/hallam/tvs/digital-tv-antenna-data-wall-mount-bracket-foxtel-dish-install/1256115275,190.0,Hallam,,2020-09-04,2020-09-04,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/carrum-downs/tvs/digital-tv-antenna-wall-mounts-data-phone-points-install/1256115219,190.0,Carrum Downs,,2020-09-04,2020-09-04,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/nambour/tvs/smart-tv-uhd-55-polaroid/1256115207,300.0,Nambour,,2020-09-04,2020-09-04,Other,Used,,50-60 in,,,108.0156500487208
https://www.gumtree.com.au/s-ad/cranbourne/tvs/digital-tv-antenna-data-wall-mount-bracket-foxtel-dish-install/1256115157,190.0,Cranbourne,,2020-09-04,2020-09-04,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/macgregor/tvs/lg-tv-36-5-inch-80/1256115116,80.0,Macgregor,36.0,2020-09-04,2020-09-04,LG,Used,,30-39 in,,,163.84544035960653
https://www.gumtree.com.au/s-ad/dandenong/tvs/digital-tv-antenna-data-wall-mount-bracket-foxtel-dish-install/1256115090,190.0,Dandenong,,2020-09-04,2020-09-04,,New,,,,,493.17568564167715
https://www.gumtree.com.au/s-ad/helensvale/tvs/lg-tv-26-inch-with-remote-and-tv-bracket/1256114352,30.0,Helensvale,26.0,2020-09-04,2020-09-04,,Used,,,,,209.53590033067644
https://www.gumtree.com.au/s-ad/bankstown/tvs/phillips-42inch-tv/1256114174,200.0,Bankstown,42.0,2020-09-04,2020-09-04,Other,Used,,40-49 in,,,89.99194747797992
https://www.gumtree.com.au/s-ad/eight-mile-plains/tvs/samsung-32-inch-tv/1256113735,250.0,Eight Mile Plains,32.0,2020-09-04,2020-09-04,Samsung,Used,LCD,30-39 in,,,170.04418563749323
https://www.gumtree.com.au/s-ad/robertson/tvs/soniq-tv-nearly-new/1256113731,100.0,Robertson,,2020-09-04,2020-09-04,SONIQ,Used,Other,30-39 in,Other,,138.00990767634696
https://www.gumtree.com.au/s-ad/sunnybank/tvs/soniq-tv-32-/1256113668,100.0,Sunnybank,,2020-09-04,2020-09-04,SONIQ,Used,Other,30-39 in,Other,,138.00990767634696
https://www.gumtree.com.au/s-ad/australind/tvs/soniq-32-inch-lcd-tv-200-/1256113270,200.0,Australind,32.0,2020-09-04,2020-09-04,,Used,,,,,228.50025408856283
https://www.gumtree.com.au/s-ad/gosnells/tvs/dicksmith-42inch-led-lcd-tv/1256112963,90.0,Gosnells,42.0,2020-09-04,2020-09-04,Other,Used,LED LCD,40-49 in,,,129.18770985869102
https://www.gumtree.com.au/s-ad/pymble/tvs/panasonic-viera-50-inch-hd-plasma-tv-th-5080anasonic/1256112823,459.0,Pymble,50.0,2020-09-04,2020-09-04,Panasonic,Used,Plasma,50-60 in,1080p,,156.8013956890998
https://www.gumtree.com.au/s-ad/gosnells/tvs/samsung-32inch-oled-tv/1256112813,60.0,Gosnells,32.0,2020-09-04,2020-09-04,Samsung,Used,OLED,30-39 in,,,1120.0189110028498
https://www.gumtree.com.au/s-ad/reservoir/tvs/selling-sony-55-led-smart-tv-in-excellent-condition/1256112571,650.0,Reservoir,,2020-09-04,2020-09-04,Sony,Used,LED,50-60 in,,,372.8931511001885
https://www.gumtree.com.au/s-ad/stirling/tvs/fhd-40-hitachi-tv/1256112185,185.0,Stirling,40.0,2020-09-04,2020-09-04,Other,Used,LED LCD,40-49 in,1080p,,92.44277297146783
https://www.gumtree.com.au/s-ad/craigieburn/tvs/brand-new-akai-tv-40inch/1256112077,350.0,Craigieburn,40.0,2020-09-04,2020-09-04,Akai,New,,,,,363.4140738570482
https://www.gumtree.com.au/s-ad/marks-point/tvs/samsung-smart-tv/1256111396,800.0,Marks Point,,2020-09-04,2020-09-04,Samsung,Used,,,2160p (4K),,505.97071305820674
https://www.gumtree.com.au/s-ad/campbelltown/tvs/sony-bravia-40-lcd-tv/1256111978,165.0,Campbelltown,40.0,2020-09-04,2020-09-04,Sony,Used,LCD,,,,260.6700838508079
https://www.gumtree.com.au/s-ad/reservoir/tvs/tv-for-sale/1256111697,120.0,Reservoir,,2020-09-04,2020-09-04,LG,Used,,,,Contactless trade,194.76468673955014
https://www.gumtree.com.au/s-ad/pakenham/tvs/toshiba-32-tv-lcd-hd/1256111402,60.0,Pakenham,32.0,2020-09-04,2020-09-04,Other,Used,LCD,30-39 in,Other,,-143.62871382891507
https://www.gumtree.com.au/s-ad/karnup/tvs/lg-50-smart-tv/1256111375,170.0,Karnup,50.0,2020-09-04,2020-09-04,LG,Used,Plasma,50-60 in,,,230.07893270798547
https://www.gumtree.com.au/s-ad/keysborough/tvs/kogan-tv-65-smart-hdr-4k-uhd-led-tv-android-795-/1256111198,795.0,Keysborough,65.0,2020-09-04,2020-09-04,Kogan,Used,LED,,,,212.70693620182163
https://www.gumtree.com.au/s-ad/richmond/tvs/46-inches-samsung-tv-without-stand/1256111194,200.0,Richmond,46.0,2020-09-04,2020-09-04,Samsung,Used,,40-49 in,,,289.86847923981946
https://www.gumtree.com.au/s-ad/greenwood/tvs/sony-bravia-tv/1256110920,250.0,Greenwood,,2020-09-04,2020-09-04,Sony,Used,,,,,257.25165080587584
https://www.gumtree.com.au/s-ad/mawson-lakes/tvs/50-panasonic-viera-digital-tv-nice-picture-good-condition/1256110150,250.0,Mawson Lakes,50.0,2020-09-04,2020-09-04,Panasonic,Used,Plasma,,,,151.02500510669574
https://www.gumtree.com.au/s-ad/cranbourne-west/tvs/32inch-black-lg-tv/1256110135,120.0,Cranbourne West,32.0,2020-09-04,2020-09-04,LG,Used,,30-39 in,,Contactless trade,135.3012024908417
https://www.gumtree.com.au/s-ad/st-peters/tvs/samsung-led-smart-tv-46-inch-full-hd/1256110037,350.0,St Peters,46.0,2020-09-04,2020-09-04,Samsung,Used,LED,40-49 in,,,369.31010331713367
https://www.gumtree.com.au/s-ad/cranbourne-west/tvs/grey-sony-tv-46inch/1256109947,200.0,Cranbourne West,46.0,2020-09-04,2020-09-04,Sony,Used,,40-49 in,,Contactless trade,272.16939159388386
https://www.gumtree.com.au/s-ad/notting-hill/tvs/37-tv-lcd-working-fine/1256109324,50.0,Notting Hill,37.0,2020-09-04,2020-09-04,,Used,LCD,,,,214.76214901803212
https://www.gumtree.com.au/s-ad/beckenham/tvs/42-panasonic-viera-plasma-tv/1256109072,200.0,Beckenham,42.0,2020-09-04,2020-09-04,,Used,,,,,260.1075103517068
https://www.gumtree.com.au/s-ad/toongabbie/tvs/tv-with-remote-and-dvd-player-perfect-for-bedroom/1256108006,50.0,Toongabbie,,2020-09-04,2020-09-04,,Used,,20-29 in,,,88.29239911431091
https://www.gumtree.com.au/s-ad/pimpama/tvs/65-samsung-plasma-3d-tv-full-hd/1256107533,390.0,Pimpama,65.0,2020-09-04,2020-09-04,Samsung,Used,Plasma,Other,1080p,,794.3543488949106
https://www.gumtree.com.au/s-ad/doolandella/tvs/lg-60-led-fhd-3d-smart-tv/1256107258,650.0,Doolandella,60.0,2020-09-04,2020-09-04,Other,Used,Other,Other,Other,,766.9375998066989
https://www.gumtree.com.au/s-ad/adelaide-cbd/tvs/65-inch-tcl-4k-ultra-hd-led-smart-tv/1256107164,900.0,Adelaide CBD,65.0,2020-09-04,2020-09-04,TCL,Used,LED,,,,245.3125318900291
https://www.gumtree.com.au/s-ad/balmain/tvs/smart-tv-sony-bravia-55inch-wall-mount-300-included/1256107141,750.0,Balmain,55.0,2020-09-04,2020-09-04,Sony,Used,,,,,337.6227014476266
https://www.gumtree.com.au/s-ad/bertram/tvs/50-lg-full-hd-tv/1256106802,150.0,Bertram,50.0,2020-09-04,2020-09-04,,Used,,,,,285.39331536222204
https://www.gumtree.com.au/s-ad/munno-para/tvs/55-inc-tv/1256106728,350.0,Munno Para,,2020-09-04,2020-09-04,Panasonic,Used,LED,50-60 in,2160p (4K),,530.3747809829811
https://www.gumtree.com.au/s-ad/hamilton-hill/tvs/panasonic-55-plasma-full-hd-3d-tv-th-p55gt30a/1256106636,400.0,Hamilton Hill,55.0,2020-09-04,2020-09-04,,Used,,,,,301.19694349379404
https://www.gumtree.com.au/s-ad/mickleham/tvs/tcl-65p8m-4k-android-tv/1256106595,700.0,Mickleham,,2020-09-04,2020-09-04,TCL,Used,LED,Other,2160p (4K),,915.3600476135916
https://www.gumtree.com.au/s-ad/nollamara/tvs/panasonic-projection-tv/1256106393,,Nollamara,,2020-09-04,2020-09-04,Panasonic,Used,Rear-Projection,50-60 in,,,114.33058349214735
https://www.gumtree.com.au/s-ad/ballarat-north/tvs/panasonic-lcd-32-inch-viera-tv-hdmi-input-with-remote-contro-160/1256106125,160.0,Ballarat North,,2020-09-04,2020-09-04,Panasonic,Used,LCD,30-39 in,,,71.13239203143534
https://www.gumtree.com.au/s-ad/donald/tvs/lg-55inch-4k-100hz-tv/1256106076,550.0,Donald,55.0,2020-09-04,2020-09-04,LG,Used,,50-60 in,2160p (4K),,574.158258931709
https://www.gumtree.com.au/s-ad/nundah/tvs/samsung-40-tv/1256105322,120.0,Nundah,40.0,2020-09-04,2020-09-04,Samsung,Used,,,,,292.00956933533905
https://www.gumtree.com.au/s-ad/hallett-cove/tvs/75-inch-smart-tv-4k-like-new/1256105250,940.0,Hallett Cove,75.0,2020-09-04,2020-09-04,,Used,OLED,Other,2160p (4K),,2066.870270811794
https://www.gumtree.com.au/s-ad/ballarat-north/tvs/teac-32-inch-lcd-tv-dvd-player-combo-with-remote-control-hdmi-200/1256104749,200.0,Ballarat North,32.0,2020-09-04,2020-09-04,TEAC,Used,LCD,30-39 in,,,2.4551810318472036
https://www.gumtree.com.au/s-ad/croydon/tvs/samsung-smart-tv-series-7/1256104677,730.0,Croydon,,2020-09-04,2020-09-04,Samsung,Used,LED,40-49 in,1080p,,286.96209767761815
https://www.gumtree.com.au/s-ad/bowral/tvs/samsung-smart-tv-46-inch-series-7/1256104408,730.0,Bowral,46.0,2020-09-04,2020-09-04,Samsung,Used,LED,40-49 in,1080p,,338.8866176825392
