Url,Price,Suburb,Date Listed,Last Edited,Brand,Condition,Display Technology,Screen Size,size_inch,Max. Resolution,COVID-19 Safety
https://www.gumtree.com.au/s-ad/huntingdale/tvs/lg-oled-curved-smart-tv-great-condition/1263038663,1150.0,Huntingdale,2020-12-06,2020-12-06,LG,Used,LED,50-60 in,,1080p,
https://www.gumtree.com.au/s-ad/gosnells/tvs/sony-bravia-tv-pc-monitor/1263038647,340.0,Gosnells,2020-12-06,2020-12-06,,Used,,,,,
https://www.gumtree.com.au/s-ad/coorparoo/tvs/samsung-tv/1263038568,250.0,Coorparoo,2020-12-06,2020-12-06,Samsung,Used,,40-49 in,,,
https://www.gumtree.com.au/s-ad/blacktown/tvs/free-sony-tv/1263038496,,Blacktown,2020-12-06,2020-12-06,Sony,Used,,,,,
https://www.gumtree.com.au/s-ad/armadale/tvs/sony-49-inch-4k-android-tv/1263038073,680.0,Armadale,2020-12-06,2020-12-06,Sony,Used,LCD,40-49 in,49.0,2160p (4K),
https://www.gumtree.com.au/s-ad/chapel-hill/tvs/panasonic-65-inch/1263037884,550.0,Chapel Hill,2020-12-06,2020-12-06,Panasonic,Used,,Other,65.0,,
https://www.gumtree.com.au/s-ad/gwelup/tvs/42-inch-plasma-tv/1263037868,40.0,Gwelup,2020-12-06,2020-12-06,LG,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/pooraka/tvs/panasonic-viera-46-full-hd-digital-clear-picture-very-good-condition/1263037560,210.0,Pooraka,2020-12-06,2020-12-06,Panasonic,Used,Plasma,,46.0,1080p,
https://www.gumtree.com.au/s-ad/parramatta/tvs/flat-screen-hd-tv-not-smart-32inch/1263037353,60.0,Parramatta,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/ferndale/tvs/32-samsung-tv-with-remote/1263037257,100.0,Ferndale,2020-12-06,2020-12-06,Samsung,Used,,,,,
https://www.gumtree.com.au/s-ad/molendinar/tvs/lcd-samsung-tv-32-in-excellent-condition/1263037215,100.0,Molendinar,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/toongabbie/tvs/bauhn-40inch-full-hd-tv-with-build-in-dvd-player/1263036450,120.0,Toongabbie,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/canning-vale/tvs/panasonic-42inch-plasma-tv-stand-50/1263036439,50.0,Canning Vale,2020-12-06,2020-12-06,Panasonic,Used,Plasma,40-49 in,42.0,,
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/sony-bravia-49-full-hd-television-model-no-w66e/1263036101,450.0,Melbourne CBD,2020-12-06,2020-12-06,Sony,Used,LED,40-49 in,,1080p,
https://www.gumtree.com.au/s-ad/fairfield/tvs/50-inch-falcon-tv/1263035932,280.0,Fairfield,2020-12-06,2020-12-06,,Used,,,50.0,,
https://www.gumtree.com.au/s-ad/tiwi/tvs/soniq-tv-won-t-turn-on/1263035347,20.0,Tiwi,2020-12-06,2020-12-06,SONIQ,Used,,40-49 in,,,
https://www.gumtree.com.au/s-ad/doncaster/tvs/soniq-50inch-tv-for-sale/1263034725,250.0,Doncaster,2020-12-06,2020-12-06,SONIQ,Used,Other,50-60 in,50.0,Other,
https://www.gumtree.com.au/s-ad/pallara/tvs/samsung-plasma-50-inch-tv-for-just-220-in-brand-new-condition/1263034719,220.0,Pallara,2020-12-06,2020-12-06,Samsung,Used,Plasma,,50.0,,
https://www.gumtree.com.au/s-ad/kingsbury/tvs/32-smart-tv-hd/1263034594,180.0,Kingsbury,2020-12-06,2020-12-06,Panasonic,Used,LED,30-39 in,32.0,,Contactless trade
https://www.gumtree.com.au/s-ad/canley-heights/tvs/55-139cm-full-hd-smart-3d-led-lcd-tv/1263034421,100.0,Canley Heights,2020-12-06,2020-12-06,,Used,,,54.0,,
https://www.gumtree.com.au/s-ad/ashfield/tvs/brand-new-sony-65-inch-old-led/1263033907,3400.0,Ashfield,2020-12-06,2020-12-06,Sony,New,OLED,Other,65.0,2160p (4K),
https://www.gumtree.com.au/s-ad/west-pennant-hills/tvs/bauhn-aldi-42-inch-tv-in-excellent-condition/1263030055,75.0,West Pennant Hills,2020-12-06,2020-12-06,Other,Used,LED LCD,40-49 in,42.0,1080p,
https://www.gumtree.com.au/s-ad/panania/tvs/sony-lcd-digital-colour-52-tv-model-no-kdl-52z4500-pick-up-only/1263029855,400.0,Panania,2020-12-06,2020-12-06,,Used,,,52.0,,
https://www.gumtree.com.au/s-ad/cameron-park/tvs/panasonic-42-inch-plasma-tv/1263029684,40.0,Cameron Park,2020-12-06,2020-12-06,Panasonic,Used,,40-49 in,42.0,,
https://www.gumtree.com.au/s-ad/hamilton-hill/tvs/tcl-55-smart-tv/1263029590,150.0,Hamilton Hill,2020-12-06,2020-12-06,TCL,Used,LED,50-60 in,55.0,,
https://www.gumtree.com.au/s-ad/wanneroo/tvs/samsung-40-inch-smart-tv/1263029354,140.0,Wanneroo,2020-12-06,2020-12-06,Samsung,Used,,40-49 in,40.0,,
https://www.gumtree.com.au/s-ad/zetland/tvs/chiq-u50h10-50-flat-screen-smart-tv/1263028931,400.0,Zetland,2020-12-06,2020-12-06,Other,Used,Other,50-60 in,50.0,2160p (4K),
https://www.gumtree.com.au/s-ad/taylors-lakes/tvs/sony-lcd-digital-colour-tv/1263028786,150.0,Taylors Lakes,2020-12-06,2020-12-06,Sony,New,LCD,,,,
https://www.gumtree.com.au/s-ad/mildura-centre/tvs/awa-29-inch-hd-tv/1263028775,70.0,Mildura Centre,2020-12-06,2020-12-06,Other,Used,LED LCD,20-29 in,29.0,,
https://www.gumtree.com.au/s-ad/ridgewood/tvs/tv-42-samsung-plasma-no-remote-/1263028710,120.0,Ridgewood,2020-12-06,2020-12-06,Samsung,Used,Plasma,40-49 in,42.0,1080i,
https://www.gumtree.com.au/s-ad/stirling/tvs/pioneer-50in-tv-with-built-in-tuner/1263028636,100.0,Stirling,2020-12-06,2020-12-06,,Used,,50-60 in,,,
https://www.gumtree.com.au/s-ad/magill/tvs/samsung-65-inch-q70t-4k-ultra-hd-hdr-smart-qled-tv-2020-/1263028608,2000.0,Magill,2020-12-06,2020-12-06,Samsung,Used,QLED,Other,65.0,2160p (4K),
https://www.gumtree.com.au/s-ad/wollongong/tvs/sony-bravia-4d-49-tv-model-49x7000d/1263028481,400.0,Wollongong,2020-12-06,2020-12-06,Sony,Used,LED LCD,40-49 in,,2160p (4K),
https://www.gumtree.com.au/s-ad/templestowe/tvs/kogan-46-full-hd-led-tv/1263027835,125.0,Templestowe,2020-12-06,2020-12-06,Kogan,Used,LED,40-49 in,46.0,,
https://www.gumtree.com.au/s-ad/albion/tvs/31-5-80cm-led-lcd-tv/1263027678,100.0,Albion,2020-12-06,2020-12-06,Other,Used,LED LCD,30-39 in,31.0,,
https://www.gumtree.com.au/s-ad/nollamara/tvs/17-inch-tv-and-dvd-player/1263027586,20.0,Nollamara,2020-12-06,2020-12-06,,Used,,Less than 20 in,17.0,,
https://www.gumtree.com.au/s-ad/north-lake/tvs/24-inch-tv-with-remote/1263027610,90.0,North Lake,2020-12-06,2020-12-06,,Used,,,24.0,,
https://www.gumtree.com.au/s-ad/perth/tvs/samsung-50-4k-uhd-hdr-smart-tv-/1263027490,650.0,Perth,2020-12-06,2020-12-06,Samsung,Used,LED LCD,50-60 in,50.0,2160p (4K),
https://www.gumtree.com.au/s-ad/mawson-lakes/tvs/40-tv/1263027437,100.0,Mawson Lakes,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/bedford/tvs/samsung-42inch-plasma-tv/1263027383,10.0,Bedford,2020-12-06,2020-12-06,Samsung,Used,Plasma,40-49 in,42.0,,
https://www.gumtree.com.au/s-ad/jondaryan/tvs/vivo-40in-tv-with-google-chromcast-dongle/1263027265,100.0,Jondaryan,2020-12-06,2020-12-06,Other,Used,LCD,40-49 in,,,
https://www.gumtree.com.au/s-ad/mcmahons-point/tvs/new-phillips-6100-tv-50-/1262118976,550.0,McMahons Point,2020-12-06,2020-12-06,Other,New,LED,50-60 in,,,
https://www.gumtree.com.au/s-ad/epping/tvs/wanted-4k-65-inch-tv/1263027029,450.0,Epping,2020-12-06,2020-12-06,,Used,,,65.0,,
https://www.gumtree.com.au/s-ad/templestowe/tvs/65-inch-panasonic-tv/1263026793,800.0,Templestowe,2020-12-06,2020-12-06,Panasonic,Used,,,65.0,,
https://www.gumtree.com.au/s-ad/parramatta/tvs/hd-lcd-tv-40-inch-not-smart-tv/1263026588,40.0,Parramatta,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/parramatta/tvs/hd-lcd-tv-40-inch-not-smart-tv/1263026588,40.0,Parramatta,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/northcote/tvs/panasonic-viera-plasma-tv-42-inch/1263026544,70.0,Northcote,2020-12-06,2020-12-06,Panasonic,Used,Plasma,40-49 in,42.0,,
https://www.gumtree.com.au/s-ad/parramatta/tvs/lcd-tv-32-inch-no-smart-tv/1263026272,20.0,Parramatta,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/gordon/tvs/60-inch-plasma-tv/1263026163,250.0,Gordon,2020-12-06,2020-12-06,,Used,,,60.0,,
https://www.gumtree.com.au/s-ad/doolandella/tvs/sony-bravia-65-led-uhd-4k-hdr-android-smart-tv/1263026052,999.0,Doolandella,2020-12-06,2020-12-06,Other,Used,Other,Other,65.0,Other,
https://www.gumtree.com.au/s-ad/ardross/tvs/sony-bravia-kdl-46ex500-lcd-digital-tv/1263025756,190.0,Ardross,2020-12-06,2020-12-06,,Used,,,,,
https://www.gumtree.com.au/s-ad/robina/tvs/soniq-tv-for-sale/1263025735,100.0,Robina,2020-12-06,2020-12-06,SONIQ,Used,,,,,
https://www.gumtree.com.au/s-ad/ballajura/tvs/sell-electroview/1263025129,100.0,Ballajura,2020-12-06,2020-12-06,,Used,,40-49 in,,,
https://www.gumtree.com.au/s-ad/rossmoyne/tvs/samsung-flatscreen/1263024811,175.0,Rossmoyne,2020-12-06,2020-12-06,Samsung,Used,,,,,
https://www.gumtree.com.au/s-ad/smithfield-plains/tvs/31-5in-hd-led-lcd-tv/1263024777,100.0,Smithfield Plains,2020-12-06,2020-12-06,,Used,,,,,
https://www.gumtree.com.au/s-ad/the-gardens/tvs/panasonic-40-inch-lcd-tv-th-40c400a-/1263023065,100.0,The Gardens,2020-12-06,2020-12-06,Panasonic,Used,LCD,40-49 in,40.0,1080p,Contactless trade
https://www.gumtree.com.au/s-ad/blacktown/tvs/60-inch-lg-tv-selling-asap/1263024494,450.0,Blacktown,2020-12-06,2020-12-06,LG,Used,,50-60 in,60.0,,
https://www.gumtree.com.au/s-ad/hawthorn-east/tvs/55-inch-tcl-smart-tv-with-remote/1263024475,500.0,Hawthorn East,2020-12-06,2020-12-06,TCL,Used,,50-60 in,55.0,1080p,
https://www.gumtree.com.au/s-ad/caboolture-south/tvs/samsung-55-inch-hd-tv/1263024329,400.0,Caboolture South,2020-12-06,2020-12-06,Samsung,Used,LED,50-60 in,55.0,1080p,
https://www.gumtree.com.au/s-ad/parafield-gardens/tvs/samsung-32-inch-tv/1263024248,150.0,Parafield Gardens,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/coburg/tvs/samsung-40-inch-full-hd-led-lcd-tv-with-delivery/1263024194,295.0,Coburg,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/seaton/tvs/pioneer-plasma-display-tv-127cm/1263024183,50.0,Seaton,2020-12-06,2020-12-06,,Used,Plasma,,50.0,,
https://www.gumtree.com.au/s-ad/parafield-gardens/tvs/sony-bravia-32-inch-tv/1263024172,150.0,Parafield Gardens,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/atwell/tvs/damaged-tv-s-42-and-36-/1263024162,80.0,Atwell,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/yinnar-south/tvs/panasonic-projection-t-v/1263024085,100.0,Yinnar South,2020-12-06,2020-12-06,Panasonic,Used,Rear-Projection,,,,
https://www.gumtree.com.au/s-ad/port-melbourne/tvs/samsung-s-led-tv-series-6-/1263024034,300.0,Port Melbourne,2020-12-06,2020-12-06,Samsung,Used,LED,40-49 in,,1080p,Contactless trade
https://www.gumtree.com.au/s-ad/eglinton/tvs/television/1263023936,20.0,Eglinton,2020-12-06,2020-12-06,,Used,,,,,
https://www.gumtree.com.au/s-ad/kingston-beach/tvs/sony-bravia-40-inch-lcd-tv/1263023638,140.0,Kingston Beach,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/hamilton-hill/tvs/49-smart-4k-hd-led-tv/1263023475,150.0,Hamilton Hill,2020-12-06,2020-12-06,TEAC,Used,LED,40-49 in,49.0,2160p (4K),
https://www.gumtree.com.au/s-ad/edmonton/tvs/toshiba-television-40-inch-model-no-40xv700a/1263023448,150.0,Edmonton,2020-12-06,2020-12-06,Other,Used,LCD,40-49 in,40.0,Other,Contactless trade
https://www.gumtree.com.au/s-ad/launceston/tvs/near-new-sony-55-oled-4k-tv/1263023140,600.0,Launceston,2020-12-06,2020-12-06,Sony,Used,OLED,50-60 in,,2160p (4K),
https://www.gumtree.com.au/s-ad/rosny-park/tvs/soniq-tv-and-shelving-unit/1263023142,200.0,Rosny Park,2020-12-06,2020-12-06,SONIQ,New,LED LCD,30-39 in,,,
https://www.gumtree.com.au/s-ad/ringwood/tvs/panasonic-plasma-tv-55/1263023034,200.0,Ringwood,2020-12-06,2020-12-06,Panasonic,Used,Plasma,50-60 in,,1080p,Contactless trade
https://www.gumtree.com.au/s-ad/springvale/tvs/satellite-dish-tv-antenna-foxtel-dish-installation/1263022898,450.0,Springvale,2020-12-06,2020-12-06,,New,,,,,
https://www.gumtree.com.au/s-ad/skye/tvs/digital-tv-antenna-data-wall-mount-bracket-foxtel-dish-install/1263022657,190.0,Skye,2020-12-06,2020-12-06,,New,,,,,
https://www.gumtree.com.au/s-ad/bray-park/tvs/projector-bulb-et-laa310/1263022584,50.0,Bray Park,2020-12-06,2020-12-06,Panasonic,Used,Other,,,,
https://www.gumtree.com.au/s-ad/east-perth/tvs/samsung-ua65f8000-series-8-65-165cm-smart-full-hd-3d-led-lcd-tv/1263022478,600.0,East Perth,2020-12-06,2020-12-06,Samsung,Used,LED LCD,Other,65.0,1080p,
https://www.gumtree.com.au/s-ad/butler/tvs/sony-bravia-hd-lcd-tv-40-inch/1263022454,120.0,Butler,2020-12-06,2020-12-06,Sony,Used,LCD,40-49 in,40.0,1080i,
https://www.gumtree.com.au/s-ad/tewantin/tvs/lg-tv-with-remote/1263022453,50.0,Tewantin,2020-12-06,2020-12-06,LG,Used,,,,,
https://www.gumtree.com.au/s-ad/wantirna-south/tvs/digital-tv-antenna-data-wall-mount-bracket-foxtel-dish-install/1263022439,,,,,,,,,,,
https://www.gumtree.com.au/s-ad/darlinghurst/tvs/sony-bravia-40-inch-lcd-television-with-remote/1263022300,95.0,Darlinghurst,2020-12-06,2020-12-06,Sony,Used,LCD,,40.0,,
https://www.gumtree.com.au/s-ad/lenah-valley/tvs/lcd-tv-32-flatscreen-small-tv-with-remote/1263022249,40.0,Lenah Valley,2020-12-06,2020-12-06,Panasonic,Used,LCD,30-39 in,32.0,,
https://www.gumtree.com.au/s-ad/st-kilda/tvs/panasonic-viera-46in-plasma-tv/1263022251,50.0,St Kilda,2020-12-06,2020-12-06,Panasonic,Used,Plasma,40-49 in,,,
https://www.gumtree.com.au/s-ad/maidstone/tvs/samsung-55inch-4k-ultra-uhd-smart-absolute-like-new/1263021972,690.0,Maidstone,2020-12-06,2020-12-06,Samsung,Used,,,55.0,,
https://www.gumtree.com.au/s-ad/bronte/tvs/42-inch-lg-hd-tv-black-in-perfect-working-condition-4-hdmi/1263021394,300.0,Bronte,2020-12-06,2020-12-06,LG,Used,LED,40-49 in,42.0,1080p,
https://www.gumtree.com.au/s-ad/north-st-marys/tvs/hisence-40-full-hd-smart-led-tv-as-new/1263021275,300.0,North St Marys,2020-12-06,2020-12-06,,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/jerrabomberra/tvs/plasma-tv-with-remote/1263020479,70.0,Jerrabomberra,2020-12-06,2020-12-06,LG,Used,Plasma,40-49 in,,,
https://www.gumtree.com.au/s-ad/rhodes/tvs/teac-21-6-inch-edge-lit-led-lcd-tv/1263020445,100.0,Rhodes,2020-12-06,2020-12-06,TEAC,Used,LED LCD,20-29 in,21.0,,
https://www.gumtree.com.au/s-ad/oakford/tvs/22-inch-hd-led-tv/1263020416,30.0,Oakford,2020-12-06,2020-12-06,SONIQ,Used,LED LCD,20-29 in,22.0,,
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/48-samsung-smart-tv-and-tv-stand/1263020203,300.0,Melbourne CBD,2020-12-06,2020-12-06,Samsung,Used,Other,40-49 in,48.0,Other,
https://www.gumtree.com.au/s-ad/maryborough/tvs/nec-tv-with-built-in-dvd/1263020008,50.0,Maryborough,2020-12-06,2020-12-06,Other,Used,,,,,Contactless trade
https://www.gumtree.com.au/s-ad/merrylands/tvs/kogan-32-smart-led-tv-series-7-ah7500-/1263020003,200.0,Merrylands,2020-12-06,2020-12-06,Kogan,Used,LED,30-39 in,32.0,,
https://www.gumtree.com.au/s-ad/bella-vista/tvs/panasonic-viera-plasma-tv-50-inch/1263019966,300.0,Bella Vista,2020-12-06,2020-12-06,,Used,,,50.0,,
https://www.gumtree.com.au/s-ad/bella-vista/tvs/panasonic-viera-plasma-tv-50-inch/1263019966,300.0,Bella Vista,2020-12-06,2020-12-06,,Used,,,50.0,,
https://www.gumtree.com.au/s-ad/brunswick-east/tvs/samsung-tv-42-inch/1263019956,20.0,Brunswick East,2020-12-06,2020-12-06,Samsung,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/melbourne-cbd/tvs/lg-55-smart-tv-for-sale/1263019895,700.0,Melbourne CBD,2020-12-06,2020-12-06,LG,Used,,50-60 in,55.0,4320p (8K),
https://www.gumtree.com.au/s-ad/frankston/tvs/eko-32-smart-hd-led-tv-with-netflix/1263019790,215.0,Frankston,2020-12-06,2020-12-06,Other,Used,LED,30-39 in,32.0,,
https://www.gumtree.com.au/s-ad/st-clair/tvs/40inch-sony-tv/1263019377,100.0,St Clair,2020-12-06,2020-12-06,Sony,Used,,,40.0,,
https://www.gumtree.com.au/s-ad/box-hill-south/tvs/dick-smith-47-5-inches-full-hd-led-lcd-tv/1263019312,100.0,Box Hill South,2020-12-06,2020-12-06,Other,Used,LED LCD,40-49 in,47.0,,
https://www.gumtree.com.au/s-ad/yangebup/tvs/60-inch-lg-non-smart-plasma/1263019276,250.0,Yangebup,2020-12-06,2020-12-06,,Used,,,60.0,,
https://www.gumtree.com.au/s-ad/mount-waverley/tvs/samsung-series-5-50-inch-full-hd-led-tv-ua50f000am-as-new/1263018917,495.0,Mount Waverley,2020-12-06,2020-12-06,Samsung,Used,LED,50-60 in,50.0,,Contactless trade
https://www.gumtree.com.au/s-ad/wanneroo/tvs/samsung-52-inch-plasma-tv/1263018812,50.0,Wanneroo,2020-12-06,2020-12-06,Samsung,Used,Plasma,50-60 in,52.0,,
https://www.gumtree.com.au/s-ad/east-cannington/tvs/samsung-lcd-tv32-/1263018678,100.0,East Cannington,2020-12-06,2020-12-06,Samsung,Used,LCD,30-39 in,,,Contactless trade
https://www.gumtree.com.au/s-ad/port-adelaide/tvs/changchong-v-43/1263018530,60.0,Port Adelaide,2020-12-06,2020-12-06,,Used,,40-49 in,,,Contactless trade
https://www.gumtree.com.au/s-ad/brooklyn/tvs/samsung-plasma-tv-55-/1263018476,300.0,Brooklyn,2020-12-06,2020-12-06,Samsung,Used,Plasma,50-60 in,55.0,,
https://www.gumtree.com.au/s-ad/aldgate/tvs/samsung-led-37-television/1263018453,100.0,Aldgate,2020-12-06,2020-12-06,Samsung,Used,LED,30-39 in,37.0,,
https://www.gumtree.com.au/s-ad/dianella/tvs/panasonic-plasma-monitor-and-set-top-box/1263018367,80.0,Dianella,2020-12-06,2020-12-06,Panasonic,Used,Plasma,40-49 in,,,Contactless trade
https://www.gumtree.com.au/s-ad/belconnen/tvs/samsung-42inch-plasma-tv/1263017454,100.0,Belconnen,2020-12-06,2020-12-06,Samsung,Used,Plasma,40-49 in,42.0,1080p,
https://www.gumtree.com.au/s-ad/mascot/tvs/50-tcl-smart-tv-4k-quhd-led-lcd-stand-included-fixed-price/1263017308,800.0,Mascot,2020-12-06,2020-12-06,TCL,Used,LED LCD,50-60 in,,2160p (4K),Contactless trade
https://www.gumtree.com.au/s-ad/bicton/tvs/kogan-32-tv/1263017275,100.0,Bicton,2020-12-06,2020-12-06,Kogan,Used,,30-39 in,32.0,,
https://www.gumtree.com.au/s-ad/auburn/tvs/lg-3d-smart-tv-55-/1263017021,450.0,Auburn,2020-12-06,2020-12-06,LG,Used,LED,50-60 in,,,
https://www.gumtree.com.au/s-ad/heidelberg/tvs/tv-42-inch-lcd/1263016781,10.0,Heidelberg,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/gordon-park/tvs/sonic-19-inch-tv-with-cd-player-12v-140v/1263016757,90.0,Gordon Park,2020-12-06,2020-12-06,SONIQ,Used,LED LCD,,19.0,,Contactless trade
https://www.gumtree.com.au/s-ad/willetton/tvs/42-lg-hd-tv/1263016388,60.0,Willetton,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/newnham/tvs/32-inch-tv-with-built-in-dvd/1263016262,100.0,Newnham,2020-12-06,2020-12-06,SONIQ,Used,LED LCD,30-39 in,32.0,1080p,
https://www.gumtree.com.au/s-ad/cornubia/tvs/42-inch-hisense-fhd-led-4k-smart-tv/1263016214,200.0,Cornubia,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/mount-waverley/tvs/hitachi-le31hec04au-31-inch-hd-led-lcd-tv-in-excellent-condition/1263016191,79.0,Mount Waverley,2020-12-06,2020-12-06,Other,Used,LED LCD,30-39 in,31.0,,Contactless trade
https://www.gumtree.com.au/s-ad/westmead/tvs/lg-42-lcd-tv-in-excellent-condition-/1263015307,150.0,Westmead,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/campbelltown/tvs/hisense-55-inch-tv-full-hd/1263015231,650.0,Campbelltown,2020-12-06,2020-12-06,,Used,,,55.0,,
https://www.gumtree.com.au/s-ad/shepparton/tvs/tv-hisense-50-inch-50m7000uw-shepparton-area/1263015024,400.0,Shepparton,2020-12-06,2020-12-06,Hisense,Used,LED,50-60 in,50.0,2160p (4K),
https://www.gumtree.com.au/s-ad/kuluin/tvs/dick-smith-80cm-television-tv/1263014990,80.0,Kuluin,2020-12-06,2020-12-06,,Used,,,31.0,,
https://www.gumtree.com.au/s-ad/crace/tvs/55inch-lg-smart-tv/1263014458,300.0,Crace,2020-12-06,2020-12-06,LG,Used,LED LCD,,55.0,,
https://www.gumtree.com.au/s-ad/hampton-park/tvs/lg-32inch-full-hd-lcd-tv-with-hdmi-inputs/1263014349,45.0,Hampton Park,2020-12-06,2020-12-06,LG,Used,LCD,,32.0,,
https://www.gumtree.com.au/s-ad/waverley/tvs/lg-oled-65inch-tv-65cx-ai-thinq/1263014083,3500.0,Waverley,2020-12-06,2020-12-06,LG,Used,OLED,Other,65.0,2160p (4K),
https://www.gumtree.com.au/s-ad/bertram/tvs/sony-40-inch-hd-tv-great-condition-works-perfectly-/1263014061,200.0,Bertram,2020-12-06,2020-12-06,Sony,Used,LCD,40-49 in,40.0,,
https://www.gumtree.com.au/s-ad/baulkham-hills/tvs/titan-42-inch-tv-quality-picture-good-for-gaming-or-advertisement/1263014032,150.0,Baulkham Hills,2020-12-06,2020-12-06,,Used,,,42.0,,
https://www.gumtree.com.au/s-ad/kedron/tvs/31inch-panasonic-television/1263013997,,Kedron,2020-12-06,2020-12-06,Panasonic,Used,LCD,30-39 in,31.0,,
https://www.gumtree.com.au/s-ad/hampton-park/tvs/lg-42inch-plasma-display-tv/1263013986,40.0,Hampton Park,2020-12-06,2020-12-06,LG,Used,Plasma,,42.0,,
https://www.gumtree.com.au/s-ad/parkdale/tvs/lg-oled-c7-65-inch-4k-tv/1263013934,1300.0,Parkdale,2020-12-06,2020-12-06,LG,Used,OLED,Other,65.0,2160p (4K),
https://www.gumtree.com.au/s-ad/parramatta/tvs/smart-tv-55-jvc-led-4k-uhd-edgeless-slim-design-one-year-warranty/1263013877,499.0,Parramatta,2020-12-06,2020-12-06,,Used,,,,,
https://www.gumtree.com.au/s-ad/southern-river/tvs/samsung-plasma-tv-60-inch/1263013763,200.0,Southern River,2020-12-06,2020-12-06,Samsung,Used,Plasma,50-60 in,0.0,Other,
https://www.gumtree.com.au/s-ad/st-kilda/tvs/selling-two-tvs-w-hdmi-1st-32-inch-2nd-22-inch-w-power-cords-/1263013588,50.0,St Kilda,2020-12-06,2020-12-06,TEAC,Used,,,32.0,,Contactless trade
https://www.gumtree.com.au/s-ad/mooroolbark/tvs/toshiba-32-colour-tv/1263013539,50.0,Mooroolbark,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/box-hill/tvs/tv-55-inch-samsung/1263013508,500.0,Box Hill,2020-12-06,2020-12-06,Samsung,Used,,Other,55.0,,
https://www.gumtree.com.au/s-ad/springvale-south/tvs/lg-smart-tv-50-inch-flat-screen/1263013371,200.0,Springvale South,2020-12-06,2020-12-06,LG,Used,Plasma,50-60 in,50.0,,
https://www.gumtree.com.au/s-ad/frankston-south/tvs/sony-52-full-hd-1080p-100hz-motionflow-lcd-tv/1263013230,50.0,Frankston South,2020-12-06,2020-12-06,Sony,Used,LCD,50-60 in,52.0,1080p,Contactless trade
https://www.gumtree.com.au/s-ad/glenelg/tvs/kogan-50-udr-hdr-led-tv/1263013197,200.0,Glenelg,2020-12-06,2020-12-06,Kogan,New,LED,,50.0,,
https://www.gumtree.com.au/s-ad/adamstown-heights/tvs/lg-tv-32-with-remote-great-condition-perfect-for-kids-gaming/1263013157,70.0,Adamstown Heights,2020-12-06,2020-12-06,,Used,,,32.0,,
https://www.gumtree.com.au/s-ad/cleveland/tvs/65-inch-braun-tv/1263013140,250.0,Cleveland,2020-12-06,2020-12-06,,Used,,,65.0,,
https://www.gumtree.com.au/s-ad/caloundra/tvs/samsung-series-6-lcd-tv-excellent-condition-40inch/1263012941,100.0,Caloundra,2020-12-06,2020-12-06,Samsung,Used,LCD,40-49 in,40.0,1080p,
https://www.gumtree.com.au/s-ad/parramatta/tvs/sony-tv-kdl42w670a/1263012926,250.0,Parramatta,2020-12-06,2020-12-06,Sony,Used,,40-49 in,,,
https://www.gumtree.com.au/s-ad/caloundra/tvs/samsung-series-6-lcd-tv-excellent-condition-40inch/1263012941,100.0,Caloundra,2020-12-06,2020-12-06,Samsung,Used,LCD,40-49 in,40.0,1080p,
https://www.gumtree.com.au/s-ad/parramatta/tvs/sony-tv-kdl42w670a/1263012926,250.0,Parramatta,2020-12-06,2020-12-06,Sony,Used,,40-49 in,,,
https://www.gumtree.com.au/s-ad/macquarie-fields/tvs/44-inch-lg-tv/1263012854,250.0,Macquarie Fields,2020-12-06,2020-12-06,LG,Used,,40-49 in,44.0,,
https://www.gumtree.com.au/s-ad/mont-albert/tvs/panasonic-tv-55-inch-model-thp50g10a-/1263012840,75.0,Mont Albert,2020-12-06,2020-12-06,Panasonic,Used,Plasma,50-60 in,55.0,,Contactless trade
